,Team,Match Up,Game Date,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
466,DET,DET vs. CHA,03/09/2023,L,103,40,89,44.9,7,21,33.3,16,20,80.0,17,31,48,20,5,4,19,22,-10
467,ORL,ORL vs. UTA,03/09/2023,L,124,44,94,46.8,16,34,47.1,20,31,64.5,12,24,36,21,9,4,10,16,-7
468,GSW,GSW @ MEM,03/09/2023,L,110,36,82,43.9,15,45,33.3,23,24,95.8,8,24,32,25,9,3,17,17,-21
469,MEM,MEM vs. GSW,03/09/2023,W,131,50,93,53.8,18,40,45.0,13,18,72.2,9,33,42,36,6,3,14,18,21
470,NYK,NYK @ SAC,03/09/2023,L,117,42,101,41.6,13,50,26.0,20,31,64.5,23,35,58,27,8,1,14,25,-5
471,SAC,SAC vs. NYK,03/09/2023,W,122,44,84,52.4,10,32,31.3,24,32,75.0,6,36,42,28,10,3,12,21,5
472,BKN,BKN @ MIL,03/09/2023,L,113,41,104,39.4,14,36,38.9,17,17,100.0,15,32,47,20,10,4,14,12,-5
473,MIL,MIL vs. BKN,03/09/2023,W,118,44,104,42.3,19,50,38.0,11,14,78.6,20,41,61,33,8,12,16,14,5
474,HOU,HOU @ IND,03/09/2023,L,125,49,107,45.8,6,17,35.3,21,29,72.4,20,38,58,18,6,6,17,22,-9
475,IND,IND vs. HOU,03/09/2023,W,134,48,100,48.0,18,45,40.0,20,21,95.2,8,34,42,34,12,15,12,21,9
476,CHA,CHA @ DET,03/09/2023,W,113,43,86,50.0,8,24,33.3,19,32,59.4,13,31,44,24,11,9,13,18,10
477,UTA,UTA @ ORL,03/09/2023,W,131,49,88,55.7,13,34,38.2,20,21,95.2,11,31,42,27,7,8,18,26,7
478,TOR,TOR @ LAC,03/08/2023,L,100,37,96,38.5,13,32,40.6,13,14,92.9,15,26,41,21,12,2,12,23,-8
479,LAC,LAC vs. TOR,03/08/2023,W,108,39,71,54.9,6,20,30.0,24,31,77.4,9,35,44,23,9,4,17,18,8
480,DAL,DAL @ NOP,03/08/2023,L,106,38,88,43.2,16,46,34.8,14,19,73.7,5,29,34,24,7,0,9,18,-7
481,CHI,CHI @ DEN,03/08/2023,W,117,46,89,51.7,8,24,33.3,17,18,94.4,9,41,50,26,9,2,9,16,21
